query_id,subject_id,gene_id,gene_name,is_intron,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw,gene_biotype
id_8,ENSG00000059377,ENSG00000059377,NA,I6,100,18,18,0,0,0,18,100,23,40,52,35,35,274,257,8946,1.7,36.2,18,NA
id_8,ENSG00000059377,ENSG00000059377,NA,I5,100,18,18,0,0,0,18,100,23,40,52,35,35,274,257,4274,1.7,36.2,18,NA
id_8,ENSG00000059377,ENSG00000059377,NA,I4,100,18,18,0,0,0,18,100,23,40,52,35,35,274,257,2348,1.7,36.2,18,NA
id_8,ENSG00000059377,ENSG00000059377,NA,I3,100,18,18,0,0,0,18,100,23,40,52,35,35,595,578,2669,1.7,36.2,18,NA
id_8,ENSG00000059377,ENSG00000059377,NA,I2,100,18,18,0,0,0,18,100,23,40,52,35,35,1504,1487,10176,1.7,36.2,18,NA
id_8,ENSG00000059377,ENSG00000059377,NA,I1,100,18,18,0,0,0,18,100,23,40,52,35,35,1504,1487,5504,1.7,36.2,18,NA
id_11,ENSG00000059377,ENSG00000059377,NA,I6,100,18,18,0,0,0,18,100,20,37,52,35,35,274,257,8946,1.7,36.2,18,NA
id_11,ENSG00000059377,ENSG00000059377,NA,I5,100,18,18,0,0,0,18,100,20,37,52,35,35,274,257,4274,1.7,36.2,18,NA
id_11,ENSG00000059377,ENSG00000059377,NA,I4,100,18,18,0,0,0,18,100,20,37,52,35,35,274,257,2348,1.7,36.2,18,NA
id_11,ENSG00000059377,ENSG00000059377,NA,I3,100,18,18,0,0,0,18,100,20,37,52,35,35,595,578,2669,1.7,36.2,18,NA
id_11,ENSG00000059377,ENSG00000059377,NA,I2,100,18,18,0,0,0,18,100,20,37,52,35,35,1504,1487,10176,1.7,36.2,18,NA
id_11,ENSG00000059377,ENSG00000059377,NA,I1,100,18,18,0,0,0,18,100,20,37,52,35,35,1504,1487,5504,1.7,36.2,18,NA
id_14,ENSG00000059377,ENSG00000059377,NA,I6,100,18,18,0,0,0,18,100,17,34,52,35,35,274,257,8946,1.7,36.2,18,NA
id_14,ENSG00000059377,ENSG00000059377,NA,I5,100,18,18,0,0,0,18,100,17,34,52,35,35,274,257,4274,1.7,36.2,18,NA
id_14,ENSG00000059377,ENSG00000059377,NA,I4,100,18,18,0,0,0,18,100,17,34,52,35,35,274,257,2348,1.7,36.2,18,NA
id_14,ENSG00000059377,ENSG00000059377,NA,I3,100,18,18,0,0,0,18,100,17,34,52,35,35,595,578,2669,1.7,36.2,18,NA
id_14,ENSG00000059377,ENSG00000059377,NA,I2,100,18,18,0,0,0,18,100,17,34,52,35,35,1504,1487,10176,1.7,36.2,18,NA
id_14,ENSG00000059377,ENSG00000059377,NA,I1,100,18,18,0,0,0,18,100,17,34,52,35,35,1504,1487,5504,1.7,36.2,18,NA
id_17,ENSG00000059377,ENSG00000059377,NA,I6,100,18,18,0,0,0,18,100,14,31,52,35,35,274,257,8946,1.7,36.2,18,NA
id_17,ENSG00000059377,ENSG00000059377,NA,I5,100,18,18,0,0,0,18,100,14,31,52,35,35,274,257,4274,1.7,36.2,18,NA
